attempt,candidate_priority,edge_rank,fill_date,fill_idx,pattern_stop,pivot,positive_relative_ma_slope,qqq_followthrough_wait_sessions,qqq_risk_on_age_sessions,qqq_risk_on_start,relative_ma_missing_reason,relative_ma_period,relative_ma_signal_date,relative_ma_slope_pct,relative_ma_slope_sessions,sector,signal_date,spy_ma_20_sessions_ago,spy_ma_slope_pct,spy_ma_value,stock_ma_20_sessions_ago,stock_ma_slope_pct,stock_ma_value,stock_signal_close,symbol
1,4.4481178381022835,86.94811783810228,2022-06-22,622,0.0,,True,2,5,2022-06-14,,60,2022-06-21,4.4481178381022835,10,Communication Services,2022-06-21,401.4869016666659,-1.994482252536267,393.47931666666653,15.148201666666653,2.4536355855660164,15.519883333333292,15.7778,T
1,3.62115038311972,86.12115038311973,2022-06-22,514,0.0,,True,2,5,2022-06-14,,60,2022-06-21,3.62115038311972,10,Real Estate,2022-06-21,401.4869016666659,-1.994482252536267,393.47931666666653,22.861044999999983,1.626668130583453,23.232918333333327,23.6491,VICI
1,3.5697948976185723,86.06979489761858,2022-06-22,622,0.0,,True,2,5,2022-06-14,,60,2022-06-21,3.5697948976185723,10,Health Care,2022-06-21,401.4869016666659,-1.994482252536267,393.47931666666653,75.94101000000022,1.5753126450823052,77.13731833333344,78.0282,MRK
1,3.3488253385954847,85.84882533859549,2022-06-22,622,0.0,,True,2,5,2022-06-14,,60,2022-06-21,3.3488253385954847,10,Unknown,2022-06-21,401.4869016666659,-1.994482252536267,393.47931666666653,38.83973999999992,1.3543430860592176,39.3657633333333,39.5793,CPB
1,3.0882339816840076,85.58823398168401,2022-06-22,622,0.0,,True,2,5,2022-06-14,,60,2022-06-21,3.0882339816840076,10,Consumer Staples,2022-06-21,401.4869016666659,-1.994482252536267,393.47931666666653,211.74930333333347,1.0937517291477405,214.06531500000008,221.1157,DG
1,3.032047985689612,85.53204798568962,2022-06-22,622,0.0,,True,2,5,2022-06-14,,60,2022-06-21,3.032047985689612,10,Health Care,2022-06-21,401.4869016666659,-1.994482252536267,393.47931666666653,62.502706666666505,1.037565733153345,63.15121333333318,63.8349,BMY
1,3.0155144968497805,85.51551449684978,2022-06-22,622,0.0,,True,2,5,2022-06-14,,60,2022-06-21,3.0155144968497805,10,Health Care,2022-06-21,401.4869016666659,-1.994482252536267,393.47931666666653,283.8459166666665,1.0210322443135134,286.7440750000004,287.6349,LLY
1,2.974216584528855,85.47421658452886,2022-06-22,622,0.0,,True,2,5,2022-06-14,,60,2022-06-21,2.974216584528855,10,Consumer Discretionary,2022-06-21,401.4869016666659,-1.994482252536267,393.47931666666653,393.95033333333464,0.9797343319925877,397.81000000000057,401.26,ULTA
1,2.8660116577589045,85.3660116577589,2022-06-22,622,0.0,,True,2,5,2022-06-14,,60,2022-06-21,2.8660116577589045,10,Industrials,2022-06-21,401.4869016666659,-1.994482252536267,393.47931666666653,424.41482500000177,0.8715294052226374,428.11372500000095,434.7666,NOC
1,2.7448250881431546,85.24482508814316,2022-06-22,622,0.0,,True,2,5,2022-06-14,,60,2022-06-21,2.7448250881431546,10,Health Care,2022-06-21,401.4869016666659,-1.994482252536267,393.47931666666653,263.12416666666616,0.7503428356068875,265.09849999999983,270.17,VRTX
1,2.736850030783766,85.23685003078377,2022-06-22,622,0.0,,True,2,5,2022-06-14,,60,2022-06-21,2.736850030783766,10,Industrials,2022-06-21,401.4869016666659,-1.994482252536267,393.47931666666653,190.75113999999982,0.7423677782474991,192.1672149999996,192.3171,HII
1,2.458267265621261,84.95826726562126,2022-06-22,622,0.0,,True,2,5,2022-06-14,,60,2022-06-21,2.458267265621261,10,Communication Services,2022-06-21,401.4869016666659,-1.994482252536267,393.47931666666653,123.44081500000065,0.4637850130849941,124.01331500000063,125.9152,TMUS
1,2.070737645733267,84.57073764573326,2022-06-22,622,0.0,,True,2,5,2022-06-14,,60,2022-06-21,2.070737645733267,10,Health Care,2022-06-21,401.4869016666659,-1.994482252536267,393.47931666666653,422.6651866666667,0.07625539319700003,422.98749166666624,429.2447,HUM
1,3.680784038273155,86.18078403827316,2022-06-23,623,0.0,,True,2,6,2022-06-14,,60,2022-06-22,3.680784038273155,10,Unknown,2022-06-22,401.4392533333327,-2.2833363347559366,392.2730449999998,299.53416666666743,1.3974477035172184,303.7200000000002,309.44,EPAM
1,3.1162247852544955,85.6162247852545,2022-06-23,623,0.0,,True,2,6,2022-06-14,,60,2022-06-22,3.1162247852544955,10,Health Care,2022-06-22,401.4392533333327,-2.2833363347559366,392.2730449999998,235.06188999999964,0.832888450498559,237.01969333333327,237.7995,CI
1,2.9954967549324807,85.49549675493247,2022-06-23,623,0.0,,True,2,6,2022-06-14,,60,2022-06-22,2.9954967549324807,10,Consumer Discretionary,2022-06-22,401.4392533333327,-2.2833363347559366,392.2730449999998,2033.2743283333355,0.7121604201765441,2047.7545033333358,2071.6201,AZO
1,2.882409532357577,85.38240953235757,2022-06-23,623,0.0,,True,2,6,2022-06-14,,60,2022-06-22,2.882409532357577,10,Real Estate,2022-06-22,401.4392533333327,-2.2833363347559366,392.2730449999998,215.82198499999942,0.5990731976016406,217.11491666666626,220.0983,AMT
1,2.7135394301258775,85.21353943012588,2022-06-23,623,0.0,,True,2,6,2022-06-14,,60,2022-06-22,2.7135394301258775,10,Consumer Staples,2022-06-22,401.4392533333327,-2.2833363347559366,392.2730449999998,69.94177166666692,0.43020309536994095,70.2426633333335,70.3624,CL
1,2.6279108100856097,85.12791081008561,2022-06-23,623,0.0,,True,2,6,2022-06-14,,60,2022-06-22,2.6279108100856097,10,Health Care,2022-06-22,401.4392533333327,-2.2833363347559366,392.2730449999998,53.00934333333359,0.3445744753296731,53.19200000000013,53.6202,GILD
1,3.281488305757463,85.78148830575746,2022-06-24,624,0.0,,True,2,7,2022-06-14,,60,2022-06-23,3.281488305757463,10,Consumer Staples,2022-06-23,401.3686466666661,-2.5648611118053943,391.0740983333332,110.46027000000092,0.7166271939520685,111.2518583333338,112.8863,KMB
1,3.2486879001512814,85.74868790015128,2022-06-24,624,0.0,,True,2,7,2022-06-14,,60,2022-06-23,3.2486879001512814,10,Consumer Discretionary,2022-06-23,401.3686466666661,-2.5648611118053943,391.0740983333332,116.71912833333323,0.6838267883458871,117.51728500000038,118.6232,GPC
1,2.708178640306469,85.20817864030647,2022-06-24,624,0.0,,True,2,7,2022-06-14,,60,2022-06-23,2.708178640306469,10,Consumer Staples,2022-06-23,401.3686466666661,-2.5648611118053943,391.0740983333332,195.38433500000053,0.1433175285010746,195.6643550000008,196.5067,HSY
1,3.958963198128196,86.4589631981282,2022-06-27,625,0.0,,True,2,8,2022-06-14,,60,2022-06-24,3.958963198128196,10,Consumer Staples,2022-06-24,401.00038833333286,-2.7491386510833604,389.97633166666685,82.75855666666672,1.2098245470448354,83.75979000000007,85.1296,PM
1,3.7710534512058635,86.27105345120586,2022-06-27,625,0.0,,True,2,8,2022-06-14,,60,2022-06-24,3.7710534512058635,10,Materials,2022-06-24,401.00038833333286,-2.7491386510833604,389.97633166666685,50.89612166666654,1.0219148001225031,51.416236666666556,52.0391,AMCR
1,3.649040069353815,86.14904006935382,2022-06-27,625,0.0,,True,2,8,2022-06-14,,60,2022-06-24,3.649040069353815,10,Materials,2022-06-24,401.00038833333286,-2.7491386510833604,389.97633166666685,209.8292800000003,0.8999014182704546,211.717536666667,213.2912,ALB
1,3.5930907722313887,86.09309077223139,2022-06-27,625,0.0,,True,2,8,2022-06-14,,60,2022-06-24,3.5930907722313887,10,Consumer Staples,2022-06-24,401.00038833333286,-2.7491386510833604,389.97633166666685,58.218744999999885,0.8439521211480283,58.710083333333145,59.4632,GIS
1,3.4958915570843296,85.99589155708433,2022-06-27,625,0.0,,True,2,8,2022-06-14,,60,2022-06-24,3.4958915570843296,10,Unknown,2022-06-24,401.00038833333286,-2.7491386510833604,389.97633166666685,43.35325166666656,0.7467529060009692,43.6769933333333,44.5103,LKQ
1,3.3439376323217584,85.84393763232175,2022-06-27,625,0.0,,True,2,8,2022-06-14,,60,2022-06-24,3.3439376323217584,10,Industrials,2022-06-24,401.00038833333286,-2.7491386510833604,389.97633166666685,426.0834466666682,0.594798981238398,428.617786666667,434.701,NOC
1,3.330179298866842,85.83017929886684,2022-06-27,625,0.0,,True,2,8,2022-06-14,,60,2022-06-24,3.330179298866842,10,Consumer Staples,2022-06-24,401.00038833333286,-2.7491386510833604,389.97633166666685,222.05073000000047,0.5810406477834817,223.34093500000043,225.8839,STZ
1,3.227778476878307,85.72777847687831,2022-06-27,625,0.0,,True,2,8,2022-06-14,,60,2022-06-24,3.227778476878307,10,Financials,2022-06-24,401.00038833333286,-2.7491386510833604,389.97633166666685,40.85535500000012,0.47863982579494646,41.05090500000003,41.3564,WRB
1,3.1947386773068964,85.6947386773069,2022-06-27,625,0.0,,True,2,8,2022-06-14,,60,2022-06-24,3.1947386773068964,10,Health Care,2022-06-24,401.00038833333286,-2.7491386510833604,389.97633166666685,311.2724233333339,0.445600026223536,312.6594533333339,315.3414,MCK
1,3.102518547734745,85.60251854773475,2022-06-27,625,0.0,,True,2,8,2022-06-14,,60,2022-06-24,3.102518547734745,10,Materials,2022-06-24,401.00038833333286,-2.7491386510833604,389.97633166666685,217.58877833333463,0.3533798966513846,218.35769333333397,226.1163,APD
1,3.02572205431485,85.52572205431485,2022-06-27,625,0.0,,True,2,8,2022-06-14,,60,2022-06-24,3.02572205431485,10,Consumer Discretionary,2022-06-24,401.00038833333286,-2.7491386510833604,389.97633166666685,396.80616666666805,0.27658340323148956,397.90366666666716,410.54,ULTA
1,2.961073363771438,85.46107336377143,2022-06-27,625,0.0,,True,2,8,2022-06-14,,60,2022-06-24,2.961073363771438,10,Health Care,2022-06-24,401.00038833333286,-2.7491386510833604,389.97633166666685,214.87513499999986,0.21193471268807773,215.33053000000024,216.569,AMGN
1,2.907078969739507,85.4070789697395,2022-06-27,625,0.0,,True,2,8,2022-06-14,,60,2022-06-24,2.907078969739507,10,Unknown,2022-06-24,401.00038833333286,-2.7491386510833604,389.97633166666685,26.936335000000025,0.15794031865614677,26.97887833333331,27.1168,CAG
1,2.840132101349868,85.34013210134987,2022-06-27,625,0.0,,True,2,8,2022-06-14,,60,2022-06-24,2.840132101349868,10,Consumer Discretionary,2022-06-24,401.00038833333286,-2.7491386510833604,389.97633166666685,223.38237833333284,0.09099345026650774,223.5856416666657,225.9315,MCD
1,2.8121685634856175,85.31216856348561,2022-06-27,625,0.0,,True,2,8,2022-06-14,,60,2022-06-24,2.8121685634856175,10,Consumer Staples,2022-06-24,401.00038833333286,-2.7491386510833604,389.97633166666685,55.95755833333327,0.06302991240225708,55.992828333333215,56.0322,KO
1,3.005911586847454,85.50591158684746,2022-06-28,626,0.0,,True,2,9,2022-06-14,,60,2022-06-27,3.005911586847454,10,Industrials,2022-06-27,400.3008299999996,-2.8481013475121997,388.8998566666671,156.4885783333329,0.1578102393352543,156.73553333333305,178.0712,FDX
1,2.8595183063136687,85.35951830631367,2022-06-28,626,0.0,,True,2,9,2022-06-14,,60,2022-06-27,2.8595183063136687,10,Consumer Staples,2022-06-27,400.3008299999996,-2.8481013475121997,388.8998566666671,74.56743499999975,0.01141695880146898,74.57594833333302,76.7487,SYY
1,4.4342292369165985,86.9342292369166,2022-06-29,627,0.0,,True,2,10,2022-06-14,,60,2022-06-28,4.4342292369165985,10,Energy,2022-06-28,399.2829899999997,-2.8736485869330752,387.8090000000006,77.398435,1.5605806499835229,78.60630000000008,80.0047,XOM
1,2.9557778590438732,85.45577785904388,2022-06-29,627,0.0,,True,2,10,2022-06-14,,60,2022-06-28,2.9557778590438732,10,Energy,2022-06-28,399.2829899999997,-2.8736485869330752,387.8090000000006,57.61242666666658,0.08212927211079801,57.659743333333275,57.9368,OXY
1,2.8855512244264525,85.38555122442645,2022-06-29,627,0.0,,True,2,10,2022-06-14,,60,2022-06-28,2.8855512244264525,10,Consumer Staples,2022-06-28,399.2829899999997,-2.8736485869330752,387.8090000000006,46.81035333333336,0.011902637493377277,46.815925,48.8861,TAP
1,3.079273655117143,85.57927365511715,2022-06-30,628,0.0,,True,2,11,2022-06-14,,60,2022-06-29,3.079273655117143,10,Health Care,2022-06-29,398.1716166666665,-2.8828038429156044,386.6931100000007,215.08562999999995,0.19646981220153847,215.50820833333347,216.6219,AMGN
1,3.06268204059722,85.56268204059722,2022-06-30,628,0.0,,True,2,11,2022-06-14,,60,2022-06-29,3.06268204059722,10,Unknown,2022-06-29,398.1716166666665,-2.8828038429156044,386.6931100000007,26.958983333333343,0.1798781976816155,27.00747666666663,27.2997,CAG
1,2.920277908870339,85.42027790887033,2022-06-30,628,0.0,,True,2,11,2022-06-14,,60,2022-06-29,2.920277908870339,10,Consumer Discretionary,2022-06-29,398.1716166666665,-2.8828038429156044,386.6931100000007,223.4434166666661,0.03747406595473457,223.5271499999993,225.7857,MCD
1,3.3368590574213597,85.83685905742136,2022-07-01,629,0.0,,True,2,12,2022-06-14,,60,2022-06-30,3.3368590574213597,10,Financials,2022-06-30,397.1461316666663,-2.9406715569206154,385.46736833333415,40.98396166666671,0.39618750050074425,41.14633500000006,41.4963,WRB
1,4.107970687512452,86.60797068751245,2022-07-05,630,0.0,,True,2,13,2022-06-14,,60,2022-07-01,4.107970687512452,10,Unknown,2022-07-01,395.84142833333317,-2.8915619186682617,384.395428333334,43.485244999999914,1.2164087688441905,44.01420333333329,44.1715,LKQ
1,3.168028876822926,85.66802887682293,2022-07-05,630,0.0,,True,2,13,2022-06-14,,60,2022-07-01,3.168028876822926,10,Health Care,2022-07-01,395.84142833333317,-2.8915619186682617,384.395428333334,317.3375000000005,0.27646695815466416,318.2148333333345,336.89,WAT
1,3.1294720943684684,85.62947209436847,2022-07-05,630,0.0,,True,2,13,2022-06-14,,60,2022-07-01,3.1294720943684684,10,Health Care,2022-07-01,395.84142833333317,-2.8915619186682617,384.395428333334,215.04544666666672,0.23791017570020667,215.55706166666667,216.7278,AMGN
1,3.1150975601492714,85.61509756014927,2022-07-05,630,0.0,,True,2,13,2022-06-14,,60,2022-07-01,3.1150975601492714,10,Consumer Staples,2022-07-01,395.84142833333317,-2.8915619186682617,384.395428333334,195.51766500000062,0.22353564148100968,195.95471666666708,199.1104,HSY
1,3.0707589480355457,85.57075894803555,2022-07-05,630,0.0,,True,2,13,2022-06-14,,60,2022-07-01,3.0707589480355457,10,Consumer Staples,2022-07-01,395.84142833333317,-2.8915619186682617,384.395428333334,55.9719099999999,0.179197029367284,56.07221000000003,57.2233,KO
1,3.0173517852505105,85.51735178525051,2022-07-05,630,0.0,,True,2,13,2022-06-14,,60,2022-07-01,3.0173517852505105,10,Health Care,2022-07-01,395.84142833333317,-2.8915619186682617,384.395428333334,158.06519666666597,0.12578986658224878,158.26402666666593,159.9572,JNJ
1,4.196413714936398,86.6964137149364,2022-07-06,631,0.0,,True,2,14,2022-06-14,,60,2022-07-05,4.196413714936398,10,Unknown,2022-07-05,394.64023999999966,-2.8467522723985894,383.40581000000043,302.8043333333335,1.3496614425378084,306.8911666666672,310.64,EPAM
1,3.880888838069596,86.3808888380696,2022-07-07,632,0.0,,True,2,15,2022-06-14,,60,2022-07-06,3.880888838069596,10,Industrials,2022-07-06,393.47931666666653,-2.8154313405459264,382.40117666666725,192.1672149999996,1.0654574975236697,194.21467499999952,196.8091,HII
1,2.8649681401624494,85.36496814016245,2022-07-08,633,0.0,,True,2,16,2022-06-14,,60,2022-07-07,2.8649681401624494,10,Financials,2022-07-07,392.2730449999998,-2.744756950268068,381.5061033333341,107.0019633333331,0.1202111898943814,107.13059166666645,113.9688,CBOE
1,2.8274227199349578,85.32742271993496,2022-07-08,633,0.0,,True,2,16,2022-06-14,,60,2022-07-07,2.8274227199349578,10,Industrials,2022-07-07,392.2730449999998,-2.744756950268068,381.5061033333341,32.5628533333332,0.08266576966688977,32.5897716666667,34.7538,ROL
1,2.785067171008626,85.28506717100862,2022-07-08,633,0.0,,True,2,16,2022-06-14,,60,2022-07-07,2.785067171008626,10,Consumer Staples,2022-07-07,392.2730449999998,-2.744756950268068,381.5061033333341,158.76866666666623,0.04031022074055812,158.8326666666664,168.79,DLTR
1,2.7767508775682237,85.27675087756822,2022-07-08,633,0.0,,True,2,16,2022-06-14,,60,2022-07-07,2.7767508775682237,10,Consumer Staples,2022-07-07,392.2730449999998,-2.744756950268068,381.5061033333341,123.64846500000009,0.03199392730015571,123.68802499999995,126.1068,CLX
1,2.776531139673011,85.27653113967301,2022-07-08,633,0.0,,True,2,16,2022-06-14,,60,2022-07-07,2.776531139673011,10,Financials,2022-07-07,392.2730449999998,-2.744756950268068,381.5061033333341,103.28089333333325,0.03177418940494281,103.31371000000011,109.9228,PGR
1,2.8330438826769444,85.33304388267695,2022-07-11,634,0.0,,True,2,17,2022-06-14,,60,2022-07-08,2.8330438826769444,10,Consumer Staples,2022-07-08,391.0740983333332,-2.6459900337980513,380.7263166666676,55.973186666666514,0.1870538488788931,56.077886666666686,56.1211,KO
1,2.7190482402896454,85.21904824028965,2022-07-12,635,0.0,,True,2,18,2022-06-14,,60,2022-07-11,2.7190482402896454,10,Consumer Discretionary,2022-07-11,389.97633166666685,-2.5833123317024254,379.9020250000011,40.71140833333363,0.13573590858722007,40.766668333333534,42.4706,PHM
1,2.666029159809702,85.1660291598097,2022-07-12,635,0.0,,True,2,18,2022-06-14,,60,2022-07-11,2.666029159809702,10,Health Care,2022-07-11,389.97633166666685,-2.5833123317024254,379.9020250000011,204.5129999999995,0.08271682810727654,204.68216666666655,215.26,BIIB
1,2.653001202170613,85.15300120217061,2022-07-12,635,0.0,,True,2,18,2022-06-14,,60,2022-07-11,2.653001202170613,10,Consumer Discretionary,2022-07-11,389.97633166666685,-2.5833123317024254,379.9020250000011,347.11185833333343,0.0696888704681875,347.3537566666671,373.9328,DPZ
1,2.5758421713621082,85.07584217136211,2022-07-13,636,0.0,,True,2,19,2022-06-14,,60,2022-07-12,2.5758421713621082,10,Industrials,2022-07-12,388.8998566666671,-2.5597356652834247,378.94504833333434,182.1417166666671,0.01610650607868358,182.17105333333384,183.6769,CMI
1,3.0848484638673734,85.58484846386737,2022-07-14,637,0.0,,True,2,20,2022-06-14,,60,2022-07-13,3.0848484638673734,10,Industrials,2022-07-13,387.8090000000006,-2.5181708865274266,378.04330666666743,48.95817500000012,0.5666775773399468,49.235609999999966,49.313,MAS
1,2.6823298320697853,85.18232983206978,2022-07-15,638,0.0,,True,2,21,2022-06-14,,60,2022-07-14,2.6823298320697853,10,Health Care,2022-07-14,386.6931100000007,-2.474548874170479,377.1242000000008,142.37749999999966,0.20778095789930617,142.67333333333275,159.92,MRNA
1,2.5894241403591534,85.08942414035916,2022-07-15,638,0.0,,True,2,21,2022-06-14,,60,2022-07-14,2.5894241403591534,10,Consumer Discretionary,2022-07-14,386.6931100000007,-2.474548874170479,377.1242000000008,68.31467666666649,0.11487526618867427,68.39315333333325,70.4311,LEN
1,2.5259974380985484,85.02599743809854,2022-07-15,638,0.0,,True,2,21,2022-06-14,,60,2022-07-14,2.5259974380985484,10,Unknown,2022-07-14,386.6931100000007,-2.474548874170479,377.1242000000008,180.11516666666623,0.05144856392806929,180.20783333333287,196.92,ENPH
1,2.4806095213157575,84.98060952131576,2022-07-15,638,0.0,,True,2,21,2022-06-14,,60,2022-07-14,2.4806095213157575,10,Consumer Staples,2022-07-14,386.6931100000007,-2.474548874170479,377.1242000000008,123.66666166666667,0.0060606471452784305,123.67415666666663,127.9103,CLX
1,3.938385409425582,86.43838540942558,2022-07-18,639,0.0,,True,2,22,2022-06-14,,60,2022-07-15,3.938385409425582,10,Industrials,2022-07-15,385.46736833333415,-2.4021289722574113,376.20794500000096,157.1472666666661,1.5362564371681708,159.56145166666658,161.306,FDX
1,3.2510124754753122,85.7510124754753,2022-07-18,639,0.0,,True,2,22,2022-06-14,,60,2022-07-15,3.2510124754753122,10,Industrials,2022-07-15,385.46736833333415,-2.4021289722574113,376.20794500000096,48.92819000000018,0.848883503217901,49.34353333333329,49.7025,MAS
1,2.8592527136242496,85.35925271362424,2022-07-18,639,0.0,,True,2,22,2022-06-14,,60,2022-07-15,2.8592527136242496,10,Financials,2022-07-15,385.46736833333415,-2.4021289722574113,376.20794500000096,103.20072166666662,0.4571237413668383,103.67247666666687,105.7854,PGR
1,2.774162911897282,85.27416291189728,2022-07-18,639,0.0,,True,2,22,2022-06-14,,60,2022-07-15,2.774162911897282,10,Industrials,2022-07-15,385.46736833333415,-2.4021289722574113,376.20794500000096,429.7260266666674,0.37203393963987086,431.32475333333326,432.3573,NOC
1,2.5993874684135165,85.09938746841351,2022-07-18,639,0.0,,True,2,22,2022-06-14,,60,2022-07-15,2.5993874684135165,10,Consumer Discretionary,2022-07-15,385.46736833333415,-2.4021289722574113,376.20794500000096,67.18003833333314,0.19725849615610525,67.31255666666657,70.5053,DHI
1,3.6286733248665715,86.12867332486657,2022-07-19,640,0.0,,True,2,23,2022-06-14,,60,2022-07-18,3.6286733248665715,10,Unknown,2022-07-18,384.395428333334,-2.3800460824938585,375.246640000001,44.01420333333329,1.248627242372713,44.56377666666661,44.7332,LKQ
1,2.3899308180700296,84.88993081807003,2022-07-19,640,0.0,,True,2,23,2022-06-14,,60,2022-07-18,2.3899308180700296,10,Consumer Discretionary,2022-07-18,384.395428333334,-2.3800460824938585,375.246640000001,4247.22202666665,0.009884735576171089,4247.641853333319,4363.9702,NVR
1,2.386045752512256,84.88604575251226,2022-07-19,640,0.0,,True,2,23,2022-06-14,,60,2022-07-18,2.386045752512256,10,Information Technology,2022-07-18,384.395428333334,-2.3800460824938585,375.246640000001,300.01649999999887,0.005999670018397296,300.03449999999964,310.43,SNPS
1,2.3858144706173534,84.88581447061735,2022-07-19,640,0.0,,True,2,23,2022-06-14,,60,2022-07-18,2.3858144706173534,10,Information Technology,2022-07-18,384.395428333334,-2.3800460824938585,375.246640000001,150.2441666666668,0.005768388123494894,150.25283333333306,155.06,CDNS
1,4.114634885545487,86.61463488554548,2022-07-20,641,0.0,,True,2,24,2022-06-14,,60,2022-07-19,4.114634885545487,10,Health Care,2022-07-19,383.40581000000043,-2.308996047816625,374.5529850000011,318.80683333333434,1.8056388377288624,324.5633333333346,330.76,WAT
1,3.5026332902471813,86.00263329024718,2022-07-20,641,0.0,,True,2,24,2022-06-14,,60,2022-07-19,3.5026332902471813,10,Materials,2022-07-19,383.40581000000043,-2.308996047816625,374.5529850000011,51.86514333333325,1.1936372424305564,52.48422499999991,52.9616,AMCR
1,3.2325590698868645,85.73255906988686,2022-07-20,641,0.0,,True,2,24,2022-06-14,,60,2022-07-19,3.2325590698868645,10,Unknown,2022-07-19,383.40581000000043,-2.308996047816625,374.5529850000011,306.8911666666672,0.9235630220702395,309.72550000000047,323.42,EPAM
1,3.1772791821237156,85.67727918212371,2022-07-20,641,0.0,,True,2,24,2022-06-14,,60,2022-07-19,3.1772791821237156,10,Industrials,2022-07-19,383.40581000000043,-2.308996047816625,374.5529850000011,48.97826333333348,0.8682831343070907,49.40353333333333,50.3701,MAS
1,2.5384893306556355,85.03848933065564,2022-07-20,641,0.0,,True,2,24,2022-06-14,,60,2022-07-19,2.5384893306556355,10,Health Care,2022-07-19,383.40581000000043,-2.308996047816625,374.5529850000011,53.56801666666676,0.2294932828390106,53.69095166666684,54.1519,GILD
