attempt,diagnostic_exit_idx,divergence_missing_reason,divergence_signal_date,edge_rank,entry_adv_dollars,entry_date,entry_day_stop,entry_idx,entry_price,estimated_cost_drag_pct,exit_date,exit_price,exit_reason,gross_excess_vs_spy_pct,gross_return_pct,highest_close,hold_sessions,initial_stop,ma50_20_sessions_ago,ma50_missing_reason,ma50_period,ma50_signal_date,ma50_slope_pct,ma50_slope_sessions,ma50_value,matched_spy_return_pct,model_exit_idx,net_excess_vs_spy_pct,net_return_pct,pattern_stop,pivot,positive_ma50_slope,positive_relative_ma50_slope,positive_relative_ma_slope,positive_rs_divergence,relative_divergence_pct,relative_ma50_missing_reason,relative_ma50_period,relative_ma50_signal_date,relative_ma50_slope_pct,relative_ma50_slope_sessions,relative_ma_missing_reason,relative_ma_period,relative_ma_signal_date,relative_ma_slope_pct,relative_ma_slope_sessions,rs_divergence_lookback,sector,shares,signal_close,signal_date,spy_lookback_return_pct,spy_ma50_20_sessions_ago,spy_ma50_slope_pct,spy_ma50_value,spy_ma_20_sessions_ago,spy_ma_slope_pct,spy_ma_value,stock_lookback_return_pct,stock_ma50_20_sessions_ago,stock_ma50_slope_pct,stock_ma50_value,stock_ma_20_sessions_ago,stock_ma_slope_pct,stock_ma_value,stock_signal_close,stop,symbol,trailing_armed_date
1,,,,83.80116548793649,921891464.32,2022-01-04,False,506,59.5703,0.1800401204961073,2022-01-19,54.6952,stop,-2.597386882331853,-7.999959879503892,63.1414,10,54.7499,,,,,,,,-5.402572997172039,,-2.7774270028279604,-8.18,0.0,,,,True,,,,,,,,,60,2022-01-03,1.3011654879364842,20,,Consumer Discretionary,169,,2022-01-03,,,,,423.1736700000013,2.318587070882594,432.98532000000074,,,,,54.50561333333335,3.619752558819078,56.47858166666671,58.752,54.7499,GM,
1,,,,82.86501176148565,59246406.28,2022-01-04,False,506,106.5934,0.1840321065088606,2022-01-24,97.0126,stop,-0.9094032076959468,-8.80596789349114,116.448,13,97.9679,,,,,,,,-7.896564685795193,,-1.0934353142048074,-8.99,0.0,,,,True,,,,,,,,,60,2022-01-03,0.3650117614856452,20,,Financials,95,,2022-01-03,,,,,423.1736700000013,2.318587070882594,432.98532000000074,,,,,101.91227666666673,2.683598832368239,104.64719333333329,105.1884,97.9679,NTRS,
1,,,,82.7280742747425,171983770.09,2022-01-04,False,506,82.8786,0.17991812620402747,2022-01-24,76.0959,stop,-0.10351718800077947,-8.000081873795972,89.712,13,76.1721,,,,,,,,-7.896564685795193,,-0.28343531420480694,-8.18,0.0,,,,True,,,,,,,,,60,2022-01-03,0.22807427474249575,20,,Financials,123,,2022-01-03,,,,,423.1736700000013,2.318587070882594,432.98532000000074,,,,,79.44977333333343,2.5466613456250897,81.47309000000017,81.6546,76.1721,STT,
1,,,,82.54923942037888,346696597.41,2022-01-19,False,516,176.875,0.1799574415404699,2022-01-24,162.3998,stop,-5.36361600052726,-8.00004255845953,175.3253,3,162.5624,,,,,,,,-2.63642655793227,,-5.54357344206773,-8.18,0.0,,,,True,,,,,,,,,60,2022-01-18,0.04923942037888818,20,,Consumer Discretionary,59,,2022-01-18,,,,,427.0479500000011,2.32288591167944,436.967786666667,,,,,166.37892666666656,2.372125332058328,170.32564333333332,175.3846,162.5624,EXPE,
1,,,,82.63175299134338,101727856.33,2022-01-04,False,506,170.3356,0.17997199898569605,2022-01-27,156.3956,stop,1.697394350504899,-8.000028001014304,172.9643,16,156.5522,,,,,,,,-9.697422351519203,,1.517422351519203,-8.18,0.0,,,,True,,,,,,,,,60,2022-01-03,0.13175299134338125,20,,Industrials,60,,2022-01-03,,,,,423.1736700000013,2.318587070882594,432.98532000000074,,,,,157.37904000000066,2.4503400622259752,161.23536166666733,168.6241,156.5522,DOV,
1,,,,86.17602982211162,409784759.59,2022-01-24,False,519,135.8737,0.18003971184852396,2022-02-16,124.7541,stop,-9.536879847667436,-7.999960288151476,137.4061,17,124.879,,,,,,,,1.536919559515959,,-9.716919559515958,-8.18,0.0,,,,True,,,,,,,,,60,2022-01-21,3.676029822111615,20,,Real Estate,73,,2022-01-21,,,,,428.14697500000085,1.9746225385959049,436.6012616666674,,,,,127.75996833333362,5.65065236070752,134.97924000000032,135.7468,124.879,PLD,
1,,,,86.0454319469614,267730467.95,2022-01-24,False,519,1922.5807,0.18414208776982655,2022-02-24,1757.261,stop,-5.792201925502493,-8.415857912230173,2064.1799,22,1767.0072,,,,,,,,-2.62365598672768,,-5.976344013272319,-8.6,0.0,,,,True,,,,,,,,,60,2022-01-21,3.545431946961397,20,,Consumer Discretionary,5,,2022-01-21,,,,,428.14697500000085,1.9746225385959049,436.6012616666674,,,,,1836.479336666667,5.520054485557302,1937.8539966666683,1942.17,1767.0072,AZO,
1,,,,89.33102126802156,285236838.48,2022-02-16,False,536,31.2421,0.1750079788418617,2022-02-24,28.0508,stop,-5.937393271567448,-10.03499202115814,31.9013,5,28.714,,,,,,,,-4.097598749590691,,-6.1124012504093095,-10.21,0.0,,,,True,,,,,,,,,60,2022-02-15,6.831021268021553,20,,Information Technology,338,,2022-02-15,,,,,436.967786666667,-1.1765871131794725,431.8264800000014,,,,,29.33058000000001,5.654434154842081,30.989058333333286,31.4635,28.714,HPQ,
1,,,,84.20211106897493,508325644.03,2022-02-24,False,541,36.3298,0.1799008526883661,2022-03-04,33.3566,stop,-8.903657175350155,-8.000099147311634,40.0966,6,33.39,,,,,,,,0.9035580280385203,,-9.08355802803852,-8.18,0.0,,,,True,,,,,,,,,60,2022-02-23,1.702111068974932,20,,Industrials,281,,2022-02-23,,,,,436.05621500000126,-1.52916140258057,429.3882116666675,,,,,38.046714999999736,0.17294966639436193,38.112516666666245,38.7935,33.39,DAL,
1,,,,82.88602645928103,130787572.75,2022-01-04,False,506,19.135,0.17985980231599719,2022-04-01,17.569,stop,-3.1372080349077898,-8.000140197684003,21.5583,61,17.5866,,,,,,,,-4.862932162776213,,-3.317067837223787,-8.18,0.0,,,,True,,,,,,,,,60,2022-01-03,0.3860264592810303,20,,Financials,530,,2022-01-03,,,,,423.1736700000013,2.318587070882594,432.98532000000074,,,,,17.99135666666666,2.7046135301636243,18.47795333333332,18.8206,17.5866,KEY,
1,,,,82.55073998157916,376803683.21,2022-01-04,False,506,53.9702,0.20904249959256216,2022-05-12,57.5999,armed_trailing_stop,24.52695390395621,6.939042499592563,75.8652,89,49.603,,,,,,,,-17.587911404363645,,24.317911404363645,6.73,0.0,,,,True,,,,,,,,,60,2022-01-03,0.05073998157916204,20,,Materials,190,,2022-01-03,,,,,423.1736700000013,2.318587070882594,432.98532000000074,,,,,48.72536833333331,2.369327052461756,49.879831666666604,53.7752,57.657552,NEM,2022-03-07
1,,,,88.37488071813843,202907488.71,2022-03-04,False,547,54.4937,0.18011812075226086,2022-05-12,50.0341,stop,0.9343518476388928,-7.999881879247739,60.5164,48,50.0842,,,,,,,,-8.934233726886632,,0.7542337268866319,-8.18,0.0,,,,True,,,,,,,,,60,2022-03-03,5.8748807181384315,20,,Financials,195,,2022-03-03,,,,,434.41223000000076,-1.6056454027548628,427.43711000000087,,,,,52.946991666666754,4.269235315383568,55.20742333333328,55.5566,50.0842,AFL,
1,,,,86.4489945599169,130509003.04,2022-04-01,False,567,90.0919,0.17995049877225355,2022-05-18,82.7189,stop,5.481359203171243,-8.000049501227746,94.1829,32,82.8017,,,,,,,,-13.481408704398989,,5.301408704398989,-8.18,0.0,,,,True,,,,,,,,,60,2022-03-31,3.9489945599168963,20,,Consumer Staples,103,,2022-03-31,,,,,427.43711000000087,-2.1829195722694483,418.10650166666795,,,,,86.49415666666707,1.766074987647448,88.02170833333366,89.8129,82.8017,MKC,
1,,,,96.84378241271446,502455821.72,2022-05-18,False,599,58.0332,0.18005251213869666,2022-05-19,53.2839,stop,-7.387462561376812,-7.999947487861303,54.8849,1,53.3372,,,,,,,,-0.6124849264844912,,-7.567515073515509,-8.18,0.0,,,,True,,,,,,,,,60,2022-05-17,14.343782412714466,20,,Materials,147,,2022-05-17,,,,,415.46609000000075,-2.1557290832889486,406.5097666666673,,,,,50.58770666666666,12.188053329425518,56.75336333333335,58.6272,53.3372,MOS,
1,,,,82.89785260801963,117641192.45,2022-01-27,False,522,65.0299,0.1798882596087754,2022-05-24,59.7079,stop,0.37719031778625833,-8.000111740391224,76.893,81,59.7677,,,,,,,,-8.377302058177483,,0.19730205817748292,-8.18,0.0,,,,True,,,,,,,,,60,2022-01-26,0.3978526080196332,20,,Communication Services,155,,2022-01-26,,,,,430.2082733333344,1.2708871506128094,435.67573500000094,,,,,60.01904500000031,1.6687397586324426,61.020606666666815,64.5127,59.7677,OMC,
